"","DGS_1","DGS_2","DGS_3","DGS_4","DGS_5","DGS_6","DGS_7","DGS_8","DGS_9","DGS_10","DGS_11","DGS_12","DGS_13","DGS_14","DGS_15","DGS_16","DGS_17","DGS_18","DGS_19","DGS_20","DGS_21","DGS_22","DGS_23","DGS_24","DGS_25","DGS_26","DGS_27","DGS_28","DGS_29","DGS_30","DGS_32","DGS_33","DGS_34","DGS_35","DGS_36","DGS_37","DGS_38","DGS_39","DGS_40","DGS_41","DGS_42","DGS_43","DGS_44","DGS_45","DGS_46","DGS_47","DGS_48","DGS_49","DGS_50","DGS_51","DGS_52","DGS_54","DGS_55","DGS_56","DGS_57","DGS_58","DGS_59","DGS_60","DGS_61","DGS_62","DGS_63","DGS_64","DGS_65","DGS_66","DGS_67","DGS_68","DGS_69","DGS_70","DGS_71","DGS_72","DGS_73","DGS_74","DGS_75"
"373",3,3,6,5,5,3,5,6,5,6,3,4,5,1,6,3,5,5,5,4,3,5,6,3,3,4,5,2,4,5,6,6,6,3,5,5,1,3,5,6,5,5,5,7,5,6,5,4,4,5,6,6,3,5,5,6,5,4,5,6,5,2,6,5,6,2,4,5,3,6,3,5,5
"374",4,2,7,4,4,1,4,4,1,7,3,4,1,4,4,4,5,5,4,1,4,4,6,1,4,4,1,1,1,4,4,4,4,1,4,4,4,1,4,6,6,4,4,5,4,4,1,4,4,1,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,6,2,6,4
"375",3,7,7,1,7,1,1,2,7,7,7,1,2,1,1,7,1,1,1,1,7,1,7,1,1,7,1,6,1,1,1,1,1,1,1,1,7,1,4,7,1,1,7,2,1,6,1,1,7,7,1,6,1,1,1,1,1,1,1,7,2,1,7,7,1,1,2,2,7,7,7,1,1
"376",4,3,2,2,3,1,2,1,4,3,3,3,2,2,2,3,2,1,2,1,1,6,7,2,1,3,1,1,2,1,4,2,5,1,2,6,1,1,2,3,6,1,1,1,2,6,2,1,4,3,1,6,1,3,3,3,1,3,1,2,2,1,1,5,1,1,3,1,1,3,1,1,2
"377",5,5,6,5,5,4,5,5,5,6,6,6,5,3,5,3,5,5,5,5,5,5,5,5,4,6,5,3,5,5,5,6,5,3,5,5,3,5,3,5,5,3,6,5,5,5,3,5,2,5,5,4,5,5,5,5,3,5,5,5,5,2,5,3,5,3,5,5,3,5,4,5,5
"378",3,4,3,7,5,1,3,5,2,7,1,6,1,1,6,4,7,5,5,1,6,7,4,1,2,7,5,1,1,6,2,6,6,1,4,4,1,1,5,7,4,3,7,4,4,6,2,1,3,2,1,7,7,1,7,7,2,4,5,4,7,4,1,2,6,1,7,2,2,7,1,7,5
"379",5,5,5,5,5,3,5,6,5,6,4,6,6,3,6,2,7,5,5,3,3,3,5,4,5,6,5,2,6,5,5,6,6,4,7,6,1,2,5,4,5,2,5,3,5,7,3,4,3,7,5,6,5,5,5,7,4,6,6,5,6,2,3,4,5,5,6,3,1,7,4,6,6
"380",6,4,5,5,5,2,5,5,5,6,5,5,5,3,6,3,6,5,5,2,5,5,6,4,4,5,4,2,5,4,5,6,6,2,6,5,2,2,5,6,6,6,6,5,5,6,2,4,6,7,3,4,5,4,6,6,2,6,6,4,7,4,5,4,5,4,6,2,2,6,5,6,4
"381",1,1,2,2,2,2,2,4,7,2,1,2,4,1,2,3,4,2,2,1,1,5,4,4,5,2,5,2,6,2,4,4,6,2,4,2,3,3,6,6,2,4,2,2,6,6,1,1,6,7,3,4,6,2,4,6,2,3,4,6,2,2,1,1,6,3,2,2,2,5,1,5,4
"382",3,2,7,4,2,2,3,6,5,7,2,5,1,3,4,3,5,3,3,3,2,4,1,2,2,4,4,3,2,4,3,6,7,2,5,2,2,1,7,6,3,7,6,7,6,5,2,3,6,5,4,7,3,2,7,7,2,3,5,6,5,2,2,2,6,2,7,3,2,7,1,7,3
"383",3,4,5,4,4,1,2,3,3,7,1,5,2,3,4,3,5,1,5,2,2,4,3,2,2,6,4,1,3,2,5,4,4,1,4,5,1,2,3,7,7,4,3,4,4,5,1,4,1,6,3,7,5,1,7,6,3,5,1,3,5,3,1,2,3,1,4,3,1,4,1,7,3
"384",3,6,6,2,7,3,2,7,6,7,5,6,6,2,6,2,6,6,5,2,5,7,4,3,5,7,6,2,6,6,6,6,6,3,6,6,3,5,4,7,6,6,6,6,6,7,3,5,6,6,6,7,6,5,7,7,1,5,6,2,6,3,5,6,7,2,7,7,3,7,3,6,4
"385",4,1,2,5,3,3,2,5,5,2,2,5,3,3,5,4,5,5,3,6,3,5,3,2,3,5,3,1,4,6,3,3,6,3,3,2,1,2,5,3,5,5,3,2,5,3,2,3,3,6,3,7,3,6,4,4,3,5,5,4,5,3,5,3,6,2,4,1,4,5,1,3,3
"386",5,6,6,5,5,4,6,7,5,6,5,5,5,2,6,2,6,4,6,5,5,6,5,4,6,6,6,4,5,6,6,6,5,3,6,5,1,5,4,5,6,6,6,5,5,4,3,4,4,4,4,5,3,5,6,7,5,6,6,2,6,5,4,5,4,4,5,2,2,5,5,6,6
"387",4,5,3,3,4,5,5,3,6,5,4,4,2,4,5,6,3,4,5,4,5,5,3,5,4,3,4,4,4,5,4,3,2,4,5,4,4,4,4,5,3,5,5,4,4,4,3,3,5,4,4,3,3,4,5,5,4,5,5,3,4,4,4,5,5,3,6,4,4,4,4,5,3
"388",3,7,6,4,7,2,6,7,7,7,6,5,7,4,5,4,4,5,4,1,4,5,3,5,4,6,5,2,2,5,3,6,7,2,6,5,2,3,5,6,3,6,6,4,6,7,1,3,4,7,3,7,5,5,6,6,1,4,7,4,5,4,3,6,5,2,6,1,2,4,7,5,4
"389",4,3,4,4,4,3,4,4,4,4,3,4,3,3,4,5,4,4,4,3,4,4,5,3,4,5,3,4,3,4,4,4,4,4,4,4,2,3,3,4,4,4,4,3,3,4,3,4,4,3,3,5,4,4,4,5,3,4,4,4,4,3,3,3,3,3,5,3,3,4,3,5,4
"390",4,4,4,6,7,5,6,7,7,7,4,7,6,4,7,2,6,6,6,6,7,5,7,6,6,7,6,4,7,7,6,6,7,4,6,4,2,5,7,7,7,7,7,7,7,6,4,6,4,7,7,6,7,6,7,6,4,6,6,4,6,4,6,6,7,4,7,7,2,7,4,7,4
"391",5,5,5,2,5,3,2,6,6,6,3,5,5,4,6,3,6,5,5,2,3,5,5,5,5,5,3,2,5,6,3,6,6,2,5,3,4,3,6,6,5,6,6,6,6,6,3,4,6,5,3,6,5,5,6,6,2,5,6,6,5,4,3,3,5,2,6,5,4,4,2,6,5
"392",4,6,5,4,5,1,4,5,4,4,6,5,3,3,4,5,5,2,3,5,3,5,6,2,2,6,4,3,3,2,5,5,3,2,3,5,5,1,4,3,5,4,4,3,4,6,3,4,6,4,5,4,5,5,3,3,3,4,3,4,3,3,3,5,3,1,4,2,3,5,1,5,3
"393",5,3,6,3,6,3,3,2,5,6,4,5,3,4,6,6,5,3,4,3,6,4,4,3,4,6,5,3,2,5,6,5,6,2,3,6,2,3,5,6,3,6,6,6,3,5,2,3,5,5,2,7,6,4,6,6,5,6,6,4,6,3,5,5,5,3,6,4,3,6,2,6,3
"394",1,7,7,4,7,6,4,6,7,7,7,7,7,5,7,7,5,7,7,7,7,7,7,4,7,7,4,7,7,7,7,7,6,6,5,7,7,4,7,7,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,6,7,7,7,4,7,7,7,5,4,7,5,7,6
"395",5,6,6,5,6,1,4,5,6,6,5,5,4,5,5,3,6,5,4,5,5,5,3,3,3,6,3,3,5,5,6,6,6,3,6,6,1,1,5,6,3,2,7,3,6,6,3,5,4,6,5,7,3,4,6,6,3,6,6,3,6,4,5,5,3,2,6,3,2,6,5,6,5
"396",5,2,7,6,6,1,3,6,6,6,2,7,6,3,6,2,6,6,6,6,5,6,2,3,3,6,6,2,6,6,6,6,6,2,6,6,1,1,7,3,3,2,5,1,6,6,2,6,2,6,6,6,6,6,7,6,6,6,7,1,7,6,5,6,2,2,6,1,1,6,3,7,6
"397",4,6,7,6,6,4,6,4,6,7,5,6,5,2,5,3,6,1,6,1,4,2,7,3,4,6,5,3,1,6,6,6,5,1,6,6,1,3,4,5,5,2,6,2,2,6,3,5,4,7,1,6,4,4,5,7,4,6,6,2,6,2,6,5,7,1,4,2,1,5,2,6,4
"398",5,5,5,4,5,1,1,3,1,5,2,6,2,2,5,3,1,3,2,1,6,2,7,1,2,6,1,1,1,3,1,2,6,1,2,2,1,1,6,4,5,4,6,1,4,2,1,1,5,1,1,7,3,2,4,5,1,2,4,2,6,2,3,3,2,3,4,2,1,3,1,7,2
"399",2,4,7,5,3,6,5,5,3,2,3,5,3,3,5,3,5,6,5,5,3,5,2,6,6,5,6,5,5,6,5,5,6,5,5,5,3,5,4,3,6,5,3,7,6,3,6,5,3,5,6,5,5,5,5,6,5,5,6,3,5,6,3,7,4,5,3,4,3,2,3,5,6
"400",6,3,5,2,5,2,3,6,7,7,3,6,5,3,5,5,5,5,5,3,3,5,6,2,4,5,6,2,7,5,5,5,6,1,5,2,3,1,4,3,5,5,7,6,7,5,2,4,2,6,7,7,5,4,6,6,3,5,7,3,5,3,3,7,7,1,7,5,2,7,3,5,4
"401",4,5,7,6,5,4,6,6,6,7,2,7,2,4,7,2,6,6,6,3,6,5,5,2,4,7,5,2,5,7,6,7,7,3,7,6,4,5,7,6,5,7,7,6,6,6,2,4,4,7,6,7,5,5,6,7,2,7,7,5,7,4,2,4,6,3,7,6,3,7,6,7,5
"402",1,1,7,4,7,2,1,7,3,7,1,5,2,4,6,1,7,5,7,6,2,6,1,4,6,7,4,4,5,7,5,7,6,5,6,7,3,6,7,7,6,7,4,6,7,5,2,4,6,3,7,7,6,5,7,7,2,5,7,4,5,5,2,5,7,3,6,3,4,7,2,7,6
"403",2,4,3,5,4,2,5,4,5,6,3,6,4,2,6,3,6,5,5,4,3,6,6,4,5,6,5,4,4,5,5,6,6,3,5,5,1,3,6,6,5,6,6,5,5,5,2,5,4,5,4,7,3,5,6,6,5,6,5,4,5,4,4,4,5,3,7,4,1,6,5,7,5
"404",3,3,3,6,5,2,5,6,4,5,4,6,3,3,5,2,5,4,4,6,4,5,6,3,4,5,3,5,5,5,5,5,6,3,4,6,2,3,5,3,5,5,6,4,5,5,4,5,5,3,3,7,2,4,6,6,4,6,6,4,5,2,3,3,4,3,6,2,2,3,5,5,5
"405",5,5,5,5,6,5,6,5,7,6,4,6,3,5,6,2,6,5,5,5,5,6,6,3,6,5,6,2,5,6,6,7,5,3,6,5,3,3,5,5,5,5,5,5,5,7,3,5,5,7,6,7,5,5,6,7,4,5,5,5,7,5,3,5,5,3,6,5,2,6,6,7,3
"406",5,4,3,6,3,3,4,5,5,4,2,5,4,1,3,4,4,5,5,2,4,5,3,3,3,4,6,2,4,5,4,5,5,3,5,3,2,3,5,4,4,6,7,6,4,5,3,3,4,5,3,7,3,4,5,4,2,5,5,4,4,5,3,5,3,3,5,7,3,4,4,5,4
"407",4,4,4,4,3,3,5,3,5,3,3,4,3,5,3,4,6,5,6,3,5,2,3,3,5,6,4,2,5,5,3,5,5,3,3,4,2,4,4,6,2,3,4,2,5,4,5,3,5,7,5,3,6,4,4,7,3,5,4,4,4,3,4,3,6,3,4,2,3,4,6,4,5
"408",1,3,2,6,1,5,6,4,3,5,3,5,3,3,5,3,6,6,6,5,3,7,3,6,5,5,6,4,6,5,5,6,4,5,7,5,3,4,6,2,5,5,2,2,5,2,4,7,2,2,4,3,5,5,6,6,6,6,6,2,5,5,3,3,7,5,3,3,2,2,3,6,6
"409",7,3,5,7,7,2,5,5,7,7,2,7,6,2,6,7,7,6,6,5,6,7,4,5,6,7,6,3,7,7,7,6,5,6,7,6,1,2,2,7,2,1,7,7,7,7,3,5,7,7,6,7,7,6,7,7,2,7,7,3,5,1,6,6,6,5,7,7,5,7,2,1,6
"411",2,3,4,5,5,4,5,3,3,5,3,5,6,3,4,3,5,3,5,5,2,4,3,5,5,6,5,2,5,5,5,4,5,6,5,5,2,5,2,5,4,5,4,5,6,5,6,4,5,5,5,3,3,5,6,5,5,5,5,3,5,5,3,3,6,5,4,6,4,3,3,5,5
"412",5,6,6,6,6,6,6,6,6,7,6,6,6,5,6,2,6,6,6,6,5,6,2,6,6,6,6,5,6,6,6,6,4,5,6,3,5,6,6,5,6,4,6,7,6,6,5,6,4,6,6,7,6,6,6,6,6,6,6,4,6,6,4,6,7,6,6,6,4,6,5,6,6
"413",4,3,5,5,6,2,5,6,2,7,1,6,5,3,5,6,6,3,4,3,6,5,5,1,3,5,3,1,1,5,5,6,5,3,5,5,3,2,5,7,6,4,4,3,4,6,5,4,5,5,2,6,6,5,5,6,2,5,5,4,6,2,4,3,6,1,5,3,3,3,1,6,5
"414",3,2,6,5,5,1,2,3,1,5,3,6,2,1,3,3,5,3,5,1,5,6,2,1,2,5,1,1,1,3,1,6,6,1,5,3,1,1,7,5,2,6,5,1,5,6,2,3,2,1,1,7,3,3,5,7,2,6,5,2,6,2,5,3,2,1,6,1,1,2,5,5,2
"415",2,3,4,5,4,3,3,5,6,5,1,7,3,3,5,3,6,4,5,2,4,4,5,4,4,5,4,4,5,6,5,5,5,2,5,4,1,2,4,5,4,5,3,2,5,5,2,4,3,5,6,5,4,6,5,5,5,6,4,3,5,4,5,5,6,1,5,2,3,4,3,6,6
"416",6,7,3,6,6,1,1,6,7,6,3,5,3,3,6,3,5,5,3,4,7,5,4,4,5,6,5,2,7,6,5,6,5,2,4,6,1,2,6,3,6,6,7,2,6,7,2,5,6,7,5,7,4,6,6,6,2,6,5,2,6,2,4,4,2,1,7,1,2,6,2,6,3
"417",2,4,1,5,2,6,6,2,3,2,2,5,2,2,5,3,6,6,6,6,2,6,2,4,5,3,6,6,5,6,6,6,5,4,6,5,1,5,6,4,7,6,2,3,5,3,5,6,2,3,6,1,5,5,5,6,5,6,6,1,4,6,2,3,6,6,3,1,2,2,1,6,5
"418",3,2,6,2,2,1,2,6,5,5,2,6,4,4,5,2,5,3,5,2,5,4,3,3,4,5,4,2,3,4,4,4,6,2,4,4,2,3,5,5,3,6,6,6,5,4,2,2,5,5,3,6,4,2,6,6,2,3,5,5,5,3,5,3,5,2,6,3,2,6,2,6,3
"419",4,1,1,4,2,1,3,5,4,5,1,7,2,3,5,2,5,5,5,1,5,5,4,1,4,6,3,1,1,2,2,4,7,1,5,4,1,1,5,4,2,7,7,1,2,7,1,1,3,5,2,5,4,4,6,6,1,3,3,1,6,3,4,4,2,1,6,1,1,5,2,7,2
"420",6,4,2,2,4,1,2,4,5,5,3,4,3,2,4,4,4,2,4,1,3,4,7,3,3,6,4,1,2,4,3,5,6,1,2,3,1,1,4,6,6,5,6,6,3,6,2,1,6,3,2,6,4,3,4,6,1,2,4,6,4,1,2,2,2,1,5,4,2,5,2,6,3
"421",4,6,6,4,7,4,7,7,6,7,4,7,7,7,7,2,6,7,4,4,4,5,7,7,7,7,6,4,7,6,7,4,7,7,7,7,3,4,4,4,5,4,7,7,7,7,2,2,5,7,7,7,7,7,7,7,4,6,7,4,6,4,5,6,7,7,7,7,4,4,7,7,4
"422",5,4,2,5,6,4,3,6,6,2,3,5,5,2,5,5,3,4,4,2,5,3,5,2,5,7,5,1,3,5,6,5,6,2,4,3,2,4,5,6,4,3,6,6,5,5,2,4,6,5,5,7,5,3,5,6,1,4,5,4,5,4,6,5,5,2,6,3,2,5,2,5,2
"423",3,5,4,5,6,4,6,3,5,4,6,5,5,6,4,3,5,5,5,5,3,3,4,5,5,5,5,4,4,4,6,5,5,5,6,5,3,4,4,5,4,5,6,4,5,3,5,5,3,6,4,6,5,5,5,5,5,4,5,3,5,5,4,5,5,3,3,3,3,4,6,4,4
"424",3,4,5,6,6,4,4,6,5,5,4,6,5,5,5,2,6,6,5,5,3,6,4,4,4,6,5,2,6,5,5,4,3,4,5,5,3,5,4,4,3,5,6,6,6,5,4,4,3,6,6,6,5,3,5,7,3,7,6,3,7,5,6,5,4,5,6,6,3,6,5,6,4
"425",6,4,6,5,6,3,5,5,5,5,3,6,5,2,6,4,5,4,5,2,6,5,5,5,5,6,3,2,1,5,7,6,5,2,5,5,1,3,4,4,6,5,5,3,4,3,2,3,4,4,2,7,6,5,6,7,4,5,6,4,5,2,5,6,4,2,5,3,2,4,3,6,4
"426",4,4,6,6,5,1,4,3,7,5,5,6,5,2,5,2,6,4,6,6,3,5,5,2,4,5,5,2,6,5,6,5,6,4,6,5,2,3,4,4,5,6,4,3,6,2,3,5,6,5,6,7,3,5,6,6,4,5,5,5,6,3,4,4,6,2,5,3,2,4,4,5,5
"427",4,3,5,5,4,3,4,6,6,5,5,5,5,4,5,4,6,4,5,4,5,5,3,5,4,4,5,5,4,5,5,6,6,6,5,5,4,2,6,5,3,5,6,5,5,4,3,3,4,5,3,6,4,4,6,7,3,5,5,4,6,3,4,4,3,5,4,4,4,6,3,5,3
"428",4,5,5,5,5,3,5,6,6,6,5,5,5,3,5,4,5,5,5,4,4,4,4,5,4,5,5,4,6,4,6,6,7,6,6,4,2,3,4,4,4,4,4,6,4,4,4,6,3,6,4,7,6,4,4,7,4,4,4,4,6,5,4,4,4,5,6,4,4,4,4,4,4
"429",7,6,7,6,6,2,6,7,6,7,6,6,6,6,7,2,6,6,6,2,6,5,6,3,6,6,5,2,5,6,6,6,6,2,6,5,5,3,5,7,6,6,6,2,6,6,3,4,6,6,1,6,3,6,7,7,3,6,7,6,6,6,6,3,3,4,7,2,3,6,2,5,6
"430",1,1,1,7,1,1,1,1,7,1,1,1,4,1,1,7,7,1,1,1,1,7,1,1,4,1,7,1,1,1,7,1,1,1,7,1,1,1,1,7,1,7,1,1,1,7,1,1,1,1,1,7,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1
"431",4,6,7,5,6,2,6,6,5,7,3,6,5,3,6,4,7,6,6,3,6,3,4,5,5,6,5,3,4,6,7,7,7,3,7,6,2,4,6,6,5,4,7,7,6,4,7,6,4,5,4,5,6,7,7,7,6,6,7,4,7,3,5,6,7,4,7,2,1,2,5,6,4
"432",3,5,6,5,6,3,5,5,5,6,3,6,2,3,6,5,5,3,5,2,5,5,6,3,5,6,5,3,6,5,6,6,5,3,5,5,3,3,5,7,6,6,5,6,5,6,3,6,5,5,5,6,6,5,6,6,5,5,5,5,6,5,3,5,3,3,6,3,5,6,3,6,5
"433",5,3,6,4,6,3,4,5,4,6,5,4,6,3,5,5,5,5,4,4,6,5,6,5,4,6,4,3,3,5,5,3,6,2,5,5,2,3,6,6,5,4,5,4,5,5,3,5,3,3,4,7,5,5,5,6,5,5,6,4,6,4,5,4,4,2,6,4,3,5,4,6,5
"434",6,2,7,4,4,1,4,6,5,7,1,6,3,4,5,3,6,4,4,1,6,4,2,2,3,5,1,1,2,4,7,6,5,2,5,3,1,1,7,4,3,7,7,2,5,7,1,3,5,5,3,6,3,3,7,7,2,6,5,6,5,3,5,3,1,1,6,1,1,7,1,6,5
"435",6,1,5,6,6,2,3,5,5,6,1,5,1,5,6,2,7,6,5,2,5,6,5,2,3,6,5,1,2,5,6,6,7,1,5,6,2,1,6,6,3,6,6,6,3,6,1,3,7,3,1,7,3,3,6,7,2,4,6,4,7,4,5,3,2,1,6,2,2,4,1,6,5
"436",5,2,4,4,3,2,4,6,6,6,2,6,6,4,5,3,6,4,4,3,5,4,2,6,5,4,4,6,5,6,5,6,6,5,6,6,2,1,6,6,3,4,7,6,6,5,3,4,4,5,4,7,4,4,6,6,2,5,6,5,6,4,2,4,4,6,6,4,3,5,2,7,4
"437",3,7,7,5,4,6,6,6,6,7,7,5,5,5,6,2,6,6,5,2,7,5,6,4,4,6,5,4,6,6,7,6,5,4,6,5,3,6,6,7,6,2,7,4,7,7,6,5,4,7,6,7,6,5,6,6,6,6,6,4,5,5,6,7,4,3,7,3,5,2,3,4,6
"438",5,5,3,5,5,5,5,3,5,3,6,5,6,5,4,5,5,5,4,4,5,5,4,4,3,5,5,5,5,5,5,5,5,3,6,5,3,2,4,4,3,3,4,4,5,4,3,3,4,3,4,5,5,5,5,5,5,6,5,3,5,5,3,5,4,5,6,4,5,3,4,4,5
"439",5,5,6,3,6,3,5,6,7,7,6,6,7,2,6,4,6,5,6,4,6,2,5,5,5,7,4,5,6,5,4,6,6,5,5,6,6,5,5,6,6,2,6,6,6,6,4,5,6,5,5,6,4,5,7,7,3,6,6,4,6,5,6,4,6,6,6,3,6,6,5,5,5
"440",2,3,3,3,5,3,4,6,6,7,2,6,3,3,6,3,6,2,5,2,2,4,5,5,3,5,6,3,6,6,6,5,6,1,5,3,3,2,4,6,5,7,6,7,6,6,1,2,3,6,6,7,2,3,6,6,1,5,6,5,6,3,2,4,6,3,6,5,2,6,1,7,5
"441",6,6,7,7,6,2,6,7,7,7,6,7,4,4,7,2,7,6,7,6,7,7,6,1,1,7,5,1,1,7,7,7,7,2,7,6,1,1,1,7,6,1,7,6,6,7,1,7,1,7,1,7,7,7,7,7,6,7,7,1,6,7,7,7,6,1,7,1,2,7,1,7,7
"442",3,6,6,5,5,3,5,5,6,6,6,5,1,1,6,5,6,5,5,4,2,6,7,4,4,6,6,2,5,6,7,6,6,4,5,5,2,3,5,5,6,6,5,6,6,6,2,3,4,2,5,7,4,5,6,7,3,6,6,5,3,3,1,3,7,2,6,5,2,5,1,6,4
"443",4,5,3,3,7,4,6,2,5,4,4,5,3,2,3,4,5,3,3,5,4,5,4,6,4,5,5,4,4,4,5,5,5,4,4,6,5,4,4,2,4,5,2,4,6,4,3,5,1,6,4,5,7,6,4,3,6,4,3,4,5,5,2,4,4,3,5,4,4,5,3,3,5
"444",2,6,3,6,7,5,6,7,7,7,7,7,6,6,6,6,7,6,5,6,7,6,7,6,6,6,5,2,6,7,7,6,7,2,7,6,6,7,7,7,7,7,7,7,7,3,3,6,6,7,7,4,7,6,7,7,5,6,7,6,7,7,7,6,7,6,7,7,6,7,6,7,6
"445",4,1,4,4,5,1,2,5,4,4,4,4,4,4,5,4,5,4,4,2,4,5,4,4,4,5,4,4,2,4,4,4,4,3,4,4,2,4,6,4,3,3,4,2,2,4,4,3,4,4,2,6,4,4,5,7,4,4,4,4,5,1,2,4,4,4,4,2,1,4,2,4,5
"446",3,5,6,4,6,2,4,4,6,7,6,6,6,2,6,6,5,5,6,2,3,2,7,4,6,6,6,2,5,5,6,6,5,3,5,4,2,1,4,7,7,6,6,7,6,7,4,6,6,5,5,7,6,6,7,6,4,6,6,4,6,4,3,5,7,2,7,4,2,4,3,7,3
"447",3,5,7,5,7,1,6,6,6,7,7,7,3,4,6,4,7,3,6,4,3,6,7,5,5,7,6,5,4,4,7,6,7,6,6,4,1,2,5,7,7,4,6,4,7,5,6,4,3,6,6,6,7,4,7,7,5,5,7,3,7,5,3,4,4,7,6,2,2,7,1,7,6
"448",3,5,7,6,7,5,7,7,6,7,4,7,6,6,6,2,7,5,6,6,7,4,7,4,3,7,7,3,7,5,7,6,7,5,7,6,3,3,5,7,7,1,7,7,7,7,4,6,4,6,7,7,7,6,7,7,4,7,7,6,7,5,7,4,3,1,7,7,3,7,5,7,6
"449",5,3,7,6,6,3,4,5,6,6,2,6,3,2,6,3,6,5,6,4,6,6,4,4,5,6,6,3,6,5,6,6,6,5,6,5,2,3,5,5,5,6,6,5,6,6,3,6,5,6,6,7,4,5,6,6,4,6,6,3,6,4,4,3,7,3,6,5,2,6,3,7,5
"450",6,4,1,6,3,1,4,4,5,3,2,5,2,2,4,2,5,4,5,4,3,6,3,5,4,5,5,2,3,4,4,4,6,3,5,6,1,1,3,2,5,5,5,2,5,3,3,4,3,5,5,7,2,4,3,6,2,5,4,1,6,3,1,4,2,3,6,2,1,3,2,6,5
"451",3,3,6,6,6,2,4,6,6,6,2,5,3,2,7,4,6,5,6,2,4,7,5,2,6,7,5,5,4,6,6,7,7,3,6,6,1,2,4,6,6,5,7,7,5,7,2,4,4,6,3,6,6,6,7,7,4,7,7,4,6,3,3,5,6,2,7,5,2,7,6,7,5
"452",3,2,6,5,7,5,5,4,2,5,3,5,3,4,6,3,6,5,5,5,4,6,7,4,5,4,6,3,4,5,6,5,6,4,5,5,4,2,4,4,3,2,4,5,6,3,3,6,5,4,5,7,5,5,5,3,6,6,5,2,6,4,3,2,6,4,4,4,3,4,3,6,6
"454",5,5,5,6,6,3,3,6,6,6,5,6,5,5,6,2,5,6,4,2,5,5,5,6,5,5,5,4,5,6,6,6,6,3,5,5,2,3,6,5,5,6,6,4,5,6,3,4,6,7,5,6,6,5,6,7,5,5,5,4,5,4,4,5,4,6,6,5,2,6,3,6,5
"455",6,5,3,5,6,1,5,5,5,6,5,5,5,2,6,3,5,5,5,3,6,2,5,2,5,4,4,2,3,6,7,6,6,2,5,5,1,1,6,6,2,4,6,6,6,7,2,5,6,6,3,7,2,5,6,7,3,6,6,1,7,1,6,5,3,1,6,6,1,4,2,2,5
"456",6,2,6,6,6,6,6,6,7,7,6,6,2,7,6,2,6,7,6,2,6,6,2,2,6,7,6,1,6,6,6,6,6,4,2,6,6,5,1,6,6,2,6,6,6,7,6,6,6,6,6,6,7,7,6,6,6,6,4,2,6,6,7,6,6,1,7,7,7,6,2,6,6
"457",2,3,6,6,6,5,6,6,6,6,2,6,6,4,6,2,7,5,5,3,6,6,6,3,5,6,6,2,6,6,5,7,6,2,4,5,3,4,4,7,6,4,6,6,5,7,3,5,5,6,5,6,7,5,6,7,2,5,6,3,6,4,4,5,7,2,7,3,3,6,4,7,6
"458",5,3,7,5,7,2,3,7,6,7,3,6,7,3,7,3,6,6,3,3,6,5,6,5,6,7,6,2,5,7,5,6,6,3,6,5,1,5,5,7,5,4,7,6,7,3,1,5,7,5,4,7,4,6,7,7,3,6,7,4,6,5,5,5,6,3,6,5,2,7,6,6,4
"459",5,5,6,6,6,2,3,6,6,6,4,6,4,5,6,3,5,5,5,2,6,6,3,4,5,6,4,2,4,6,6,6,5,3,5,6,3,4,6,6,4,6,6,6,6,6,2,4,6,6,5,4,6,6,7,6,3,4,6,4,5,4,5,6,6,2,6,4,4,6,4,6,2
"460",2,4,4,5,7,3,4,5,6,5,4,5,5,7,7,3,5,3,5,3,5,7,4,5,4,4,5,4,6,5,7,4,7,4,3,5,4,7,3,3,5,5,5,5,6,4,3,7,5,7,4,7,4,5,5,6,4,7,5,5,7,7,5,5,5,3,6,5,3,5,5,6,5
"461",4,4,4,6,4,2,1,4,4,7,7,5,2,3,4,4,4,4,4,4,2,4,2,4,4,7,3,1,4,4,5,2,4,3,4,4,1,4,2,6,4,4,4,6,3,4,3,4,7,5,1,3,6,3,4,5,2,4,3,5,6,1,2,3,5,1,5,3,1,4,1,4,4
"462",4,4,4,5,5,5,6,2,5,2,5,4,3,3,6,2,3,5,6,5,2,5,4,6,5,6,6,4,5,4,6,4,4,3,5,5,3,5,6,3,3,4,3,3,6,2,6,7,3,2,6,3,6,6,6,2,7,5,5,4,5,6,2,2,6,3,3,3,3,2,4,5,4
"463",3,2,4,4,6,5,4,6,6,7,3,6,4,4,5,2,6,5,5,5,4,4,4,4,5,6,4,2,7,5,5,6,5,4,4,5,3,4,6,6,5,6,4,3,7,5,4,5,4,6,6,6,4,5,6,6,4,5,5,3,6,4,3,6,5,4,7,2,3,5,1,5,4
"464",6,3,7,5,6,5,6,6,6,6,2,6,6,3,6,2,6,6,5,5,7,4,3,4,3,6,5,3,5,6,6,7,6,5,7,5,3,3,6,6,5,6,6,6,6,6,2,5,5,7,5,7,4,6,5,7,3,7,6,6,6,4,5,4,6,2,6,5,4,6,2,6,5
"465",5,6,7,6,7,7,6,7,5,6,6,7,6,6,7,2,7,6,4,6,7,6,6,2,6,7,6,5,6,6,7,7,6,5,6,6,2,6,3,7,2,6,5,7,6,2,4,6,2,6,1,6,5,7,6,6,5,7,6,5,6,6,6,7,7,5,7,2,2,3,5,6,6
